Order_ID,Customer_ID,Order_Date,Product_ID,Product_Name,Category,Brand,Region,State,City,Quantity,Unit_Price,Discount_Pct,Sales,Cost_Price,Profit,Inventory_Level,Customer_Rating,Return_Flag,Sales_Channel
O00404,C045,2025-09-21,P002,Galaxy,Electronics,Samsung,West,Maharashtra,Mumbai,6,4431,10,23927.4,16365.96,7561.44,70,4,No,App
O00405,C039,2025-03-01,P025,Treadmill,Sports,Decathlon,East,West Bengal,Kolkata,10,3501,5,33259.5,19632.32,13627.18,97,3,No,Store
O00406,C004,2025-04-03,P005,Smartwatch,Electronics,Apple,South,Tamil Nadu,Chennai,8,1857,20,11884.8,9772.65,2112.15,406,2,No,App
O00407,C011,2025-10-26,P009,Microwave,Home,LG,North,UP,Noida,4,1229,10,4424.4,3391.31,1033.09,400,4,No,Online
O00408,C022,2025-09-04,P009,Microwave,Home,LG,West,Maharashtra,Mumbai,6,2701,10,14585.4,12749.08,1836.32,266,5,No,Store
O00409,C073,2025-10-06,P009,Microwave,Home,LG,East,Odisha,Bhubaneswar,7,3541,0,24787.0,16303.55,8483.45,201,3,No,Online
O00410,C025,2025-03-15,P015,Body Wash,Beauty,Dove,East,Odisha,Bhubaneswar,7,4325,0,30275.0,17863.96,12411.04,205,2,No,App
O00411,C010,2025-04-09,P023,Basketball,Sports,Spalding,West,Maharashtra,Mumbai,9,1557,10,12611.7,9817.68,2794.02,458,3,No,App
O00412,C042,2025-02-23,P013,Perfume,Beauty,Dior,West,Maharashtra,Mumbai,1,3141,5,2983.95,2455.06,528.89,330,1,Yes,Store
O00413,C077,2025-09-03,P021,Cricket Bat,Sports,SG,West,Gujarat,Ahmedabad,6,4786,5,27280.2,20017.58,7262.62,129,2,No,Store
O00414,C043,2025-01-17,P015,Body Wash,Beauty,Dove,West,Gujarat,Ahmedabad,7,2102,15,12506.9,9660.19,2846.71,62,5,No,Online
O00415,C030,2025-05-31,P008,Mixer,Home,Philips,North,UP,Noida,4,3043,20,9737.6,8600.91,1136.69,399,2,No,Online
O00416,C021,2025-03-05,P005,Smartwatch,Electronics,Apple,North,Delhi,Delhi,4,4213,15,14324.2,9948.44,4375.76,164,3,No,Online
O00417,C030,2025-02-14,P020,Tshirt,Clothing,Puma,North,UP,Noida,4,4169,5,15842.2,9408.1,6434.1,274,2,No,App
O00418,C073,2025-08-19,P022,Football,Sports,Nike,North,UP,Noida,6,891,15,4544.1,3357.17,1186.93,498,3,No,Store
O00419,C005,2025-12-09,P015,Body Wash,Beauty,Dove,North,UP,Noida,9,1511,15,11559.15,7838.43,3720.72,125,3,No,App
O00420,C031,2025-06-12,P004,Headphones,Electronics,Sony,North,UP,Noida,2,4913,15,8352.1,7804.99,547.11,440,5,No,Store
O00421,C017,2025-12-18,P021,Cricket Bat,Sports,SG,East,Odisha,Bhubaneswar,4,1361,5,5171.8,3836.35,1335.45,143,5,No,Online
O00422,C012,2025-04-05,P011,Face Cream,Beauty,Nivea,West,Maharashtra,Mumbai,4,3598,5,13672.4,9799.51,3872.89,208,1,No,Online
O00423,C040,2025-11-02,P015,Body Wash,Beauty,Dove,East,West Bengal,Kolkata,10,1331,10,11979.0,7739.62,4239.38,170,3,No,Store
O00424,C060,2025-07-01,P010,Mattress,Home,Sleepwell,West,Maharashtra,Mumbai,6,3209,0,19254.0,13875.07,5378.93,29,4,No,Online
O00425,C047,2025-09-03,P010,Mattress,Home,Sleepwell,East,Odisha,Bhubaneswar,8,1044,0,8352.0,5955.47,2396.53,207,5,No,App
O00426,C073,2025-03-17,P011,Face Cream,Beauty,Nivea,West,Maharashtra,Mumbai,2,3872,5,7356.8,5055.62,2301.18,345,1,No,Online
O00427,C036,2025-06-08,P002,Galaxy,Electronics,Samsung,East,Odisha,Bhubaneswar,7,4355,5,28960.75,20016.44,8944.31,56,2,Yes,Online
O00428,C018,2025-08-04,P020,Tshirt,Clothing,Puma,North,Delhi,Delhi,8,3164,5,24046.4,17381.09,6665.31,397,2,No,App
O00429,C033,2025-06-13,P024,Yoga Mat,Sports,Decathlon,South,Tamil Nadu,Chennai,4,2886,20,9235.2,8947.36,287.84,147,2,No,Store
O00430,C078,2025-07-17,P013,Perfume,Beauty,Dior,West,Gujarat,Ahmedabad,5,2908,10,13086.0,10154.23,2931.77,395,1,No,App
O00431,C027,2025-12-09,P007,Dining Table,Home,Ikea,South,Tamil Nadu,Chennai,1,880,15,748.0,626.95,121.05,103,3,No,Store
O00432,C054,2025-07-09,P001,iPhone,Electronics,Apple,North,Delhi,Delhi,3,984,15,2509.2,1811.41,697.79,470,5,No,Store
O00433,C066,2025-11-21,P005,Smartwatch,Electronics,Apple,North,Delhi,Delhi,6,1734,0,10404.0,6721.09,3682.91,218,1,No,Online
O00434,C016,2025-04-09,P020,Tshirt,Clothing,Puma,East,West Bengal,Kolkata,7,4278,10,26951.4,20452.16,6499.24,19,3,No,App
O00435,C029,2025-04-22,P021,Cricket Bat,Sports,SG,West,Maharashtra,Mumbai,1,4196,15,3566.6,3023.42,543.18,434,1,No,Store
O00436,C004,2025-08-31,P005,Smartwatch,Electronics,Apple,West,Gujarat,Ahmedabad,4,1844,15,6269.6,5446.2,823.4,274,3,No,Online
O00437,C043,2025-07-30,P013,Perfume,Beauty,Dior,East,West Bengal,Kolkata,6,1699,15,8664.9,6860.7,1804.2,455,4,No,App
O00438,C020,2025-07-30,P016,Shirt,Clothing,Levis,West,Gujarat,Ahmedabad,7,498,20,2788.8,2389.11,399.69,239,3,No,Store
O00439,C043,2025-10-02,P023,Basketball,Sports,Spalding,South,Karnataka,Bangalore,10,4706,10,42354.0,26372.18,15981.82,447,4,No,App
O00440,C007,2025-09-24,P001,iPhone,Electronics,Apple,West,Gujarat,Ahmedabad,8,1666,15,11328.8,9763.5,1565.3,358,5,No,App
O00441,C080,2025-09-26,P006,Sofa,Home,Ikea,South,Tamil Nadu,Chennai,3,1852,20,4444.8,3084.88,1359.92,88,5,No,Online
O00442,C054,2025-08-03,P020,Tshirt,Clothing,Puma,South,Tamil Nadu,Chennai,1,565,5,536.75,368.98,167.77,428,2,No,Store
O00443,C017,2025-07-27,P025,Treadmill,Sports,Decathlon,South,Karnataka,Bangalore,6,3029,10,16356.6,12985.79,3370.81,237,4,No,Store
O00444,C064,2025-09-03,P014,Lipstick,Beauty,Maybelline,East,West Bengal,Kolkata,3,2865,10,7735.5,6144.76,1590.74,243,2,Yes,Store
O00445,C074,2025-05-18,P025,Treadmill,Sports,Decathlon,South,Karnataka,Bangalore,6,2072,5,11810.4,7451.86,4358.54,440,5,No,Store
O00446,C004,2025-08-06,P020,Tshirt,Clothing,Puma,North,Delhi,Delhi,5,1411,5,6702.25,3947.42,2754.83,259,1,Yes,App
O00447,C043,2025-10-10,P009,Microwave,Home,LG,North,Delhi,Delhi,8,4036,10,29059.2,20143.42,8915.78,31,1,No,Online
O00448,C046,2025-02-08,P016,Shirt,Clothing,Levis,West,Maharashtra,Mumbai,4,4716,0,18864.0,12844.8,6019.2,488,4,No,App
O00449,C058,2025-12-12,P011,Face Cream,Beauty,Nivea,South,Tamil Nadu,Chennai,4,892,20,2854.4,2073.32,781.08,86,2,No,App
O00450,C030,2025-09-06,P012,Shampoo,Beauty,Loreal,East,Odisha,Bhubaneswar,6,218,20,1046.4,857.61,188.79,425,1,No,App
O00451,C062,2025-04-27,P007,Dining Table,Home,Ikea,North,UP,Noida,5,1043,20,4172.0,3233.74,938.26,270,2,No,Online
O00452,C038,2025-07-05,P012,Shampoo,Beauty,Loreal,South,Tamil Nadu,Chennai,3,1358,10,3666.6,2708.53,958.07,416,4,Yes,App
O00453,C022,2025-06-21,P011,Face Cream,Beauty,Nivea,East,West Bengal,Kolkata,2,3467,0,6934.0,4686.6,2247.4,382,2,No,Online
O00454,C049,2025-09-22,P021,Cricket Bat,Sports,SG,West,Maharashtra,Mumbai,7,1635,15,9728.25,6335.75,3392.5,441,5,No,Online
O00455,C039,2025-09-28,P023,Basketball,Sports,Spalding,North,UP,Noida,5,679,10,3055.5,2059.72,995.78,454,5,Yes,Store
O00456,C077,2025-12-15,P019,Sneakers,Clothing,Adidas,South,Tamil Nadu,Chennai,3,3789,15,9661.95,7382.28,2279.67,146,3,No,Store
O00457,C016,2025-11-29,P020,Tshirt,Clothing,Puma,West,Gujarat,Ahmedabad,3,4892,10,13208.4,8332.87,4875.53,194,1,No,Online
O00458,C024,2025-04-23,P021,Cricket Bat,Sports,SG,North,Delhi,Delhi,7,1837,5,12216.05,7668.07,4547.98,484,4,Yes,Store
O00459,C060,2025-06-03,P016,Shirt,Clothing,Levis,South,Tamil Nadu,Chennai,8,3640,0,29120.0,22836.83,6283.17,493,1,No,Store
O00460,C013,2025-02-12,P011,Face Cream,Beauty,Nivea,South,Karnataka,Bangalore,5,1650,0,8250.0,4831.52,3418.48,333,4,Yes,Store
O00461,C068,2025-10-29,P025,Treadmill,Sports,Decathlon,East,West Bengal,Kolkata,8,4406,0,35248.0,23047.28,12200.72,248,2,Yes,App
O00462,C025,2025-05-28,P008,Mixer,Home,Philips,South,Tamil Nadu,Chennai,8,3703,20,23699.2,18047.86,5651.34,117,2,No,App
O00463,C055,2025-07-22,P010,Mattress,Home,Sleepwell,West,Maharashtra,Mumbai,2,4470,15,7599.0,5079.56,2519.44,146,3,No,App
O00464,C023,2025-10-02,P014,Lipstick,Beauty,Maybelline,South,Tamil Nadu,Chennai,8,2480,0,19840.0,12943.98,6896.02,337,4,No,Store
O00465,C040,2025-03-21,P001,iPhone,Electronics,Apple,West,Gujarat,Ahmedabad,4,2500,0,10000.0,7892.99,2107.01,293,5,No,App
O00466,C055,2025-08-02,P022,Football,Sports,Nike,East,Odisha,Bhubaneswar,3,4739,20,11373.6,8292.1,3081.5,84,2,No,Online
O00467,C030,2025-03-18,P009,Microwave,Home,LG,North,UP,Noida,7,826,10,5203.8,4193.0,1010.8,490,2,No,Online
O00468,C047,2025-06-17,P021,Cricket Bat,Sports,SG,North,Delhi,Delhi,7,2082,20,11659.2,8834.04,2825.16,434,2,No,Store
O00469,C040,2025-04-22,P006,Sofa,Home,Ikea,West,Maharashtra,Mumbai,5,2356,0,11780.0,8823.94,2956.06,300,5,No,Online
O00470,C058,2025-10-24,P022,Football,Sports,Nike,North,UP,Noida,1,227,0,227.0,135.22,91.78,133,3,No,App
O00471,C018,2025-08-29,P006,Sofa,Home,Ikea,North,Delhi,Delhi,2,1578,0,3156.0,1807.93,1348.07,371,5,No,Store
O00472,C016,2025-08-14,P001,iPhone,Electronics,Apple,East,West Bengal,Kolkata,1,4803,10,4322.7,3347.8,974.9,220,3,No,Online
O00473,C034,2025-12-02,P016,Shirt,Clothing,Levis,South,Karnataka,Bangalore,9,1864,5,15937.2,9985.01,5952.19,235,2,No,Online
O00474,C018,2025-03-29,P013,Perfume,Beauty,Dior,South,Karnataka,Bangalore,10,1714,5,16283.0,12737.9,3545.1,243,5,No,Store
O00475,C016,2025-05-23,P004,Headphones,Electronics,Sony,West,Gujarat,Ahmedabad,9,2868,0,25812.0,16090.78,9721.22,98,1,No,Store
O00476,C004,2025-04-19,P005,Smartwatch,Electronics,Apple,East,West Bengal,Kolkata,2,822,5,1561.8,1239.61,322.19,329,5,No,Store
O00477,C042,2025-06-13,P016,Shirt,Clothing,Levis,West,Gujarat,Ahmedabad,9,1340,10,10854.0,7298.26,3555.74,375,5,No,App
O00478,C040,2025-11-16,P024,Yoga Mat,Sports,Decathlon,North,UP,Noida,7,3401,15,20235.95,14341.87,5894.08,486,5,No,App
O00479,C055,2025-07-28,P019,Sneakers,Clothing,Adidas,North,Delhi,Delhi,9,998,5,8532.9,5677.88,2855.02,492,2,No,App
O00480,C075,2025-12-06,P007,Dining Table,Home,Ikea,East,Odisha,Bhubaneswar,7,1805,10,11371.5,7935.38,3436.12,191,5,No,Store
O00481,C055,2025-02-04,P019,Sneakers,Clothing,Adidas,South,Karnataka,Bangalore,8,3632,15,24697.6,21756.1,2941.5,182,1,No,Store
O00482,C080,2025-03-24,P019,Sneakers,Clothing,Adidas,North,Delhi,Delhi,6,4527,10,24445.8,16626.81,7818.99,41,1,No,Online
O00483,C029,2025-05-06,P007,Dining Table,Home,Ikea,West,Gujarat,Ahmedabad,2,4192,5,7964.8,6591.97,1372.83,408,1,No,Store
O00484,C048,2025-01-21,P019,Sneakers,Clothing,Adidas,South,Tamil Nadu,Chennai,3,1389,20,3333.6,2434.88,898.72,53,3,No,App
O00485,C003,2025-09-03,P007,Dining Table,Home,Ikea,North,Delhi,Delhi,1,2916,15,2478.6,2059.41,419.19,236,3,No,App
O00486,C059,2025-07-28,P007,Dining Table,Home,Ikea,East,West Bengal,Kolkata,9,889,15,6800.85,5556.35,1244.5,226,5,No,Store
O00487,C017,2025-01-24,P020,Tshirt,Clothing,Puma,West,Gujarat,Ahmedabad,3,315,20,756.0,737.62,18.38,115,2,No,App
O00488,C079,2025-07-09,P018,Jacket,Clothing,Nike,West,Maharashtra,Mumbai,6,4857,15,24770.7,17726.15,7044.55,46,5,No,Online
O00489,C071,2025-07-11,P020,Tshirt,Clothing,Puma,North,Delhi,Delhi,1,745,15,633.25,508.01,125.24,252,1,No,Store
O00490,C061,2025-09-02,P022,Football,Sports,Nike,South,Karnataka,Bangalore,5,3839,20,15356.0,12802.97,2553.03,21,3,No,App
O00491,C039,2025-12-16,P017,Jeans,Clothing,Levis,West,Maharashtra,Mumbai,10,2750,5,26125.0,21524.42,4600.58,389,1,No,Online
O00492,C057,2025-11-18,P005,Smartwatch,Electronics,Apple,East,Odisha,Bhubaneswar,3,3436,0,10308.0,6748.38,3559.62,264,3,No,App
O00493,C065,2025-04-07,P022,Football,Sports,Nike,South,Karnataka,Bangalore,6,2498,0,14988.0,10956.34,4031.66,0,4,No,App
O00494,C060,2025-03-11,P011,Face Cream,Beauty,Nivea,West,Gujarat,Ahmedabad,1,2531,5,2404.45,1462.03,942.42,317,2,Yes,App
O00495,C043,2025-10-22,P024,Yoga Mat,Sports,Decathlon,East,West Bengal,Kolkata,8,2941,20,18822.4,17287.74,1534.66,188,2,No,App
O00496,C018,2025-04-16,P023,Basketball,Sports,Spalding,South,Karnataka,Bangalore,10,1025,15,8712.5,8171.4,541.1,262,2,No,App
O00497,C076,2025-10-25,P017,Jeans,Clothing,Levis,East,Odisha,Bhubaneswar,5,2721,0,13605.0,7506.5,6098.5,434,3,Yes,Store
O00498,C047,2025-03-24,P006,Sofa,Home,Ikea,East,West Bengal,Kolkata,6,440,0,2640.0,1606.15,1033.85,469,1,No,Store
O00499,C030,2025-04-22,P022,Football,Sports,Nike,West,Gujarat,Ahmedabad,3,2801,5,7982.85,6386.28,1596.57,401,2,No,App
O00500,C019,2025-02-26,P023,Basketball,Sports,Spalding,North,Delhi,Delhi,8,1501,10,10807.2,8510.39,2296.81,427,2,No,Online
O00501,C021,2025-01-16,P001,iPhone,Electronics,Apple,East,West Bengal,Kolkata,6,2156,0,12936.0,10204.72,2731.28,491,3,No,App
O00502,C059,2025-01-23,P016,Shirt,Clothing,Levis,East,West Bengal,Kolkata,4,785,10,2826.0,1738.29,1087.71,390,4,No,Store
O00503,C050,2025-05-05,P002,Galaxy,Electronics,Samsung,South,Karnataka,Bangalore,4,526,10,1893.6,1525.89,367.71,80,5,No,App
O00504,C018,2025-02-14,P009,Microwave,Home,LG,East,West Bengal,Kolkata,6,2748,5,15663.6,9428.85,6234.75,96,2,No,Store
O00505,C057,2025-03-10,P012,Shampoo,Beauty,Loreal,West,Gujarat,Ahmedabad,1,747,20,597.6,570.13,27.47,316,2,No,Online
O00506,C079,2025-03-08,P016,Shirt,Clothing,Levis,West,Gujarat,Ahmedabad,7,3991,20,22349.6,17758.09,4591.51,342,5,No,Online
O00507,C001,2025-03-02,P009,Microwave,Home,LG,West,Maharashtra,Mumbai,3,2279,5,6495.15,5339.82,1155.33,269,4,No,Store
O00508,C060,2025-07-28,P010,Mattress,Home,Sleepwell,West,Gujarat,Ahmedabad,2,869,15,1477.3,1195.72,281.58,96,2,No,Store
O00509,C062,2025-06-04,P010,Mattress,Home,Sleepwell,West,Gujarat,Ahmedabad,8,919,0,7352.0,5010.54,2341.46,283,1,No,Store
O00510,C022,2025-07-22,P018,Jacket,Clothing,Nike,South,Tamil Nadu,Chennai,4,2260,0,9040.0,6517.55,2522.45,73,1,No,Store
O00511,C057,2025-05-10,P021,Cricket Bat,Sports,SG,South,Karnataka,Bangalore,8,4661,0,37288.0,21345.14,15942.86,351,1,No,Online
O00512,C021,2025-07-02,P004,Headphones,Electronics,Sony,North,Delhi,Delhi,5,2615,5,12421.25,9615.24,2806.01,412,2,No,App
O00513,C014,2025-06-06,P010,Mattress,Home,Sleepwell,East,Odisha,Bhubaneswar,5,756,5,3591.0,2269.19,1321.81,222,4,No,Store
O00514,C026,2025-08-05,P011,Face Cream,Beauty,Nivea,East,West Bengal,Kolkata,5,2494,10,11223.0,7130.06,4092.94,153,2,No,Online
O00515,C033,2025-03-17,P018,Jacket,Clothing,Nike,East,West Bengal,Kolkata,3,3057,10,8253.9,6348.52,1905.38,176,3,No,Store
O00516,C061,2025-11-06,P003,Laptop,Electronics,Dell,East,Odisha,Bhubaneswar,4,3901,15,13263.4,11722.88,1540.52,317,1,Yes,App
O00517,C020,2025-12-02,P022,Football,Sports,Nike,East,Odisha,Bhubaneswar,10,3428,15,29138.0,24160.58,4977.42,70,1,No,App
O00518,C067,2025-03-09,P014,Lipstick,Beauty,Maybelline,West,Maharashtra,Mumbai,10,3392,20,27136.0,21882.49,5253.51,252,2,No,App
O00519,C026,2025-05-29,P012,Shampoo,Beauty,Loreal,South,Karnataka,Bangalore,10,755,0,7550.0,5487.49,2062.51,411,4,Yes,App
O00520,C055,2025-09-25,P009,Microwave,Home,LG,West,Maharashtra,Mumbai,7,1499,10,9443.7,8233.63,1210.07,295,2,No,App
O00521,C012,2025-06-29,P016,Shirt,Clothing,Levis,West,Gujarat,Ahmedabad,6,2196,15,11199.6,7640.04,3559.56,122,5,No,Store
O00522,C015,2025-07-11,P016,Shirt,Clothing,Levis,West,Gujarat,Ahmedabad,4,1015,10,3654.0,2923.59,730.41,386,2,No,Online
O00523,C038,2025-11-24,P005,Smartwatch,Electronics,Apple,North,Delhi,Delhi,3,4700,20,11280.0,10703.77,576.23,105,5,No,App
O00524,C017,2025-05-25,P023,Basketball,Sports,Spalding,South,Tamil Nadu,Chennai,6,563,5,3209.1,1902.51,1306.59,450,3,No,Store
O00525,C069,2025-01-19,P004,Headphones,Electronics,Sony,South,Karnataka,Bangalore,2,4509,0,9018.0,7146.36,1871.64,129,4,No,App
O00526,C073,2025-01-02,P006,Sofa,Home,Ikea,East,West Bengal,Kolkata,3,3538,0,10614.0,7436.35,3177.65,7,2,No,Online
O00527,C076,2025-09-10,P004,Headphones,Electronics,Sony,South,Karnataka,Bangalore,4,1335,15,4539.0,3050.43,1488.57,13,2,No,Online
O00528,C038,2025-10-21,P012,Shampoo,Beauty,Loreal,South,Tamil Nadu,Chennai,7,3291,0,23037.0,14558.72,8478.28,245,5,No,App
O00529,C024,2025-02-20,P023,Basketball,Sports,Spalding,South,Tamil Nadu,Chennai,6,1880,10,10152.0,8292.67,1859.33,265,5,No,Online
O00530,C057,2025-09-01,P025,Treadmill,Sports,Decathlon,South,Karnataka,Bangalore,8,1000,10,7200.0,5966.0,1234.0,351,4,No,Store
O00531,C057,2025-06-29,P010,Mattress,Home,Sleepwell,South,Karnataka,Bangalore,4,4065,0,16260.0,9427.59,6832.41,231,5,No,Store
O00532,C035,2025-09-03,P008,Mixer,Home,Philips,North,Delhi,Delhi,2,4825,0,9650.0,6256.24,3393.76,401,5,No,Online
O00533,C036,2025-06-10,P010,Mattress,Home,Sleepwell,West,Gujarat,Ahmedabad,1,338,5,321.1,267.87,53.23,430,5,No,App
O00534,C065,2025-05-20,P019,Sneakers,Clothing,Adidas,South,Karnataka,Bangalore,3,1153,10,3113.1,2146.24,966.86,279,2,Yes,App
O00535,C003,2025-03-31,P025,Treadmill,Sports,Decathlon,East,West Bengal,Kolkata,10,3453,20,27624.0,21731.36,5892.64,103,3,No,Store
O00536,C002,2025-05-07,P012,Shampoo,Beauty,Loreal,South,Karnataka,Bangalore,2,2836,20,4537.6,3974.96,562.64,484,2,No,Store
O00537,C075,2025-11-26,P008,Mixer,Home,Philips,South,Tamil Nadu,Chennai,9,2791,20,20095.2,17189.81,2905.39,307,5,No,App
O00538,C015,2025-08-28,P018,Jacket,Clothing,Nike,West,Gujarat,Ahmedabad,8,1998,15,13586.4,11494.09,2092.31,227,5,No,Store
O00539,C040,2025-05-31,P012,Shampoo,Beauty,Loreal,South,Karnataka,Bangalore,5,3934,20,15736.0,13032.74,2703.26,122,5,No,Store
O00540,C012,2025-11-21,P021,Cricket Bat,Sports,SG,South,Karnataka,Bangalore,10,4652,0,46520.0,26594.4,19925.6,437,4,No,Store
O00541,C058,2025-03-19,P005,Smartwatch,Electronics,Apple,South,Tamil Nadu,Chennai,2,2068,5,3929.2,2779.51,1149.69,74,2,No,Online
O00542,C074,2025-06-20,P001,iPhone,Electronics,Apple,West,Gujarat,Ahmedabad,9,1423,20,10245.6,10019.57,226.03,376,5,No,App
O00543,C036,2025-10-08,P019,Sneakers,Clothing,Adidas,South,Tamil Nadu,Chennai,6,2251,5,12830.7,7586.97,5243.73,214,4,No,Online
O00544,C063,2025-05-01,P003,Laptop,Electronics,Dell,North,Delhi,Delhi,5,4953,10,22288.5,19488.11,2800.39,225,1,No,Online
O00545,C069,2025-12-20,P009,Microwave,Home,LG,West,Maharashtra,Mumbai,2,3299,5,6268.1,5153.55,1114.55,233,1,No,App
O00546,C049,2025-10-21,P017,Jeans,Clothing,Levis,East,West Bengal,Kolkata,8,3957,5,30073.2,22745.14,7328.06,406,4,No,Online
O00547,C055,2025-08-04,P004,Headphones,Electronics,Sony,West,Maharashtra,Mumbai,2,3832,10,6897.6,5200.96,1696.64,176,4,No,Online
O00548,C067,2025-08-02,P015,Body Wash,Beauty,Dove,North,Delhi,Delhi,4,4773,15,16228.2,12769.99,3458.21,368,2,No,Store
O00549,C031,2025-07-05,P017,Jeans,Clothing,Levis,East,West Bengal,Kolkata,5,2047,15,8699.75,7875.19,824.56,342,5,Yes,Store
O00550,C030,2025-02-14,P016,Shirt,Clothing,Levis,North,Delhi,Delhi,1,3257,20,2605.6,2489.86,115.74,401,4,No,Store
O00551,C069,2025-02-24,P013,Perfume,Beauty,Dior,East,West Bengal,Kolkata,9,779,10,6309.9,5503.5,806.4,265,2,No,Store
O00552,C051,2025-07-12,P005,Smartwatch,Electronics,Apple,South,Tamil Nadu,Chennai,10,1581,10,14229.0,12583.62,1645.38,91,1,No,Online
O00553,C052,2025-10-23,P021,Cricket Bat,Sports,SG,North,Delhi,Delhi,1,4364,5,4145.8,2546.87,1598.93,165,3,Yes,App
O00554,C036,2025-04-18,P001,iPhone,Electronics,Apple,North,UP,Noida,8,645,20,4128.0,3859.67,268.33,265,1,No,App
O00555,C054,2025-01-25,P021,Cricket Bat,Sports,SG,East,West Bengal,Kolkata,8,3509,15,23861.2,18617.52,5243.68,155,5,No,App
O00556,C003,2025-10-04,P015,Body Wash,Beauty,Dove,South,Karnataka,Bangalore,3,1607,0,4821.0,3855.35,965.65,226,1,No,Online
O00557,C056,2025-07-17,P013,Perfume,Beauty,Dior,South,Karnataka,Bangalore,7,2931,20,16413.6,15745.16,668.44,370,5,No,Store
O00558,C063,2025-02-11,P009,Microwave,Home,LG,North,Delhi,Delhi,2,2522,10,4539.6,3631.31,908.29,41,3,No,Online
O00559,C071,2025-03-22,P015,Body Wash,Beauty,Dove,South,Karnataka,Bangalore,4,1752,20,5606.4,5598.38,8.02,38,4,No,App
O00560,C051,2025-06-01,P025,Treadmill,Sports,Decathlon,North,UP,Noida,4,2975,20,9520.0,7221.1,2298.9,13,5,No,Online
O00561,C001,2025-12-01,P019,Sneakers,Clothing,Adidas,East,Odisha,Bhubaneswar,1,543,10,488.7,321.79,166.91,287,4,No,Online
O00562,C049,2025-04-19,P003,Laptop,Electronics,Dell,South,Karnataka,Bangalore,3,1299,15,3312.45,2375.5,936.95,128,2,No,Store
O00563,C039,2025-03-23,P007,Dining Table,Home,Ikea,East,Odisha,Bhubaneswar,2,2103,10,3785.4,3056.66,728.74,427,2,No,App
O00564,C051,2025-02-04,P006,Sofa,Home,Ikea,West,Maharashtra,Mumbai,9,2242,0,20178.0,12328.73,7849.27,81,5,No,App
O00565,C078,2025-05-30,P004,Headphones,Electronics,Sony,West,Gujarat,Ahmedabad,9,3683,15,28174.95,19561.98,8612.97,158,4,No,Store
O00566,C005,2025-04-18,P004,Headphones,Electronics,Sony,West,Gujarat,Ahmedabad,9,1358,0,12222.0,6868.5,5353.5,177,2,No,Store
O00567,C041,2025-09-09,P018,Jacket,Clothing,Nike,South,Tamil Nadu,Chennai,10,2264,15,19244.0,14744.91,4499.09,486,2,Yes,App
O00568,C032,2025-01-03,P013,Perfume,Beauty,Dior,South,Karnataka,Bangalore,2,2803,5,5325.7,3668.27,1657.43,213,2,No,Online
O00569,C017,2025-02-21,P012,Shampoo,Beauty,Loreal,North,UP,Noida,1,1492,5,1417.4,867.47,549.93,133,3,No,App
O00570,C003,2025-11-20,P009,Microwave,Home,LG,West,Maharashtra,Mumbai,3,4572,15,11658.6,10532.47,1126.13,356,3,No,Online
O00571,C002,2025-09-06,P008,Mixer,Home,Philips,North,UP,Noida,6,1967,0,11802.0,6670.8,5131.2,76,4,No,Store
O00572,C012,2025-08-04,P022,Football,Sports,Nike,West,Maharashtra,Mumbai,7,1034,10,6514.2,5457.62,1056.58,68,4,No,Online
O00573,C005,2025-08-06,P009,Microwave,Home,LG,North,Delhi,Delhi,8,4157,20,26604.8,18308.06,8296.74,10,5,No,App
O00574,C066,2025-03-11,P020,Tshirt,Clothing,Puma,South,Karnataka,Bangalore,8,2790,10,20088.0,14782.92,5305.08,296,4,No,App
O00575,C070,2025-04-01,P016,Shirt,Clothing,Levis,North,UP,Noida,7,1774,0,12418.0,8242.68,4175.32,237,2,No,Online
O00576,C022,2025-04-24,P015,Body Wash,Beauty,Dove,East,West Bengal,Kolkata,8,3948,0,31584.0,22475.23,9108.77,238,5,Yes,App
O00577,C048,2025-10-27,P022,Football,Sports,Nike,North,Delhi,Delhi,3,4774,5,13605.9,8826.34,4779.56,81,1,No,App
O00578,C059,2025-11-21,P003,Laptop,Electronics,Dell,South,Tamil Nadu,Chennai,2,2597,20,4155.2,3463.44,691.76,374,4,No,Online
O00579,C042,2025-02-16,P020,Tshirt,Clothing,Puma,East,West Bengal,Kolkata,10,1122,5,10659.0,6893.23,3765.77,52,3,No,Store
O00580,C054,2025-05-05,P002,Galaxy,Electronics,Samsung,North,Delhi,Delhi,10,550,10,4950.0,4036.89,913.11,178,4,No,Online
O00581,C046,2025-03-07,P020,Tshirt,Clothing,Puma,West,Maharashtra,Mumbai,6,3240,20,15552.0,12674.37,2877.63,90,4,No,App
O00582,C025,2025-02-12,P001,iPhone,Electronics,Apple,West,Maharashtra,Mumbai,3,2918,15,7440.9,6964.86,476.04,485,4,Yes,Store
O00583,C060,2025-08-18,P002,Galaxy,Electronics,Samsung,South,Tamil Nadu,Chennai,10,780,0,7800.0,5122.44,2677.56,188,2,No,App
O00584,C005,2025-08-06,P021,Cricket Bat,Sports,SG,North,Delhi,Delhi,6,3255,0,19530.0,15531.45,3998.55,188,5,No,App
O00585,C016,2025-09-16,P012,Shampoo,Beauty,Loreal,South,Tamil Nadu,Chennai,5,4566,10,20547.0,13141.69,7405.31,435,5,No,Store
O00586,C046,2025-08-05,P011,Face Cream,Beauty,Nivea,North,UP,Noida,6,2402,5,13691.4,8808.09,4883.31,394,1,No,App
